Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,2600,3DS,DC,DS,G,GBA,GC,GEN,N64,NES,PC,PS,PS2,PS3,PS4,PSP,PSV,SAT,SNES,Wii,WiiU,X,X360,XOne,Average
2013,7,0.99,2.23,1.91,0.25,5.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.154
1989,11,2.18,0.96,2.0,0.2,5.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.136
2009,3,1.75,1.21,1.87,0.51,5.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.136
1999,2,3.02,1.12,1.01,0.16,5.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.124
2000,3,1.62,0.77,2.78,0.14,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.122
2016,5,1.45,2.81,0.23,0.81,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.12
2012,8,2.3,1.4,1.28,0.32,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.118
2012,0,3.13,1.69,0.03,0.44,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.1160000000000005
2003,3,1.92,1.08,2.11,0.17,5.29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.114
2014,5,3.24,1.55,0.01,0.48,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1119999999999997
1999,8,3.33,0.79,1.09,0.06,5.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1079999999999997
2009,0,3.12,1.55,0.08,0.52,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.1079999999999997
1997,0,2.3,2.46,0.2,0.28,5.24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.096
2003,1,4.26,0.26,0.01,0.71,5.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.094
2004,3,0.65,0.75,3.61,0.2,5.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.084
2003,8,2.93,1.25,0.83,0.2,5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.082
2007,11,1.21,2.43,1.03,0.52,5.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0759999999999996
1994,8,2.49,0.98,1.57,0.15,5.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.076
2012,0,1.09,3.47,0.03,0.58,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.068
2012,3,2.45,2.17,0.0,0.54,5.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.066
1995,8,2.1,0.74,2.2,0.11,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.06
2003,5,1.98,2.23,0.13,0.8,5.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.054
1992,8,2.71,0.61,1.7,0.11,5.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.052
1996,7,3.22,1.69,0.0,0.2,5.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0460000000000003
2006,2,3.81,0.63,0.0,0.68,5.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.048
2010,3,3.59,1.08,0.05,0.38,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.04
2008,1,1.63,2.45,0.44,0.57,5.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.036
2009,0,1.96,1.41,1.08,0.64,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.036
2007,0,1.85,1.8,0.95,0.48,5.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.032
2010,1,0.61,3.28,0.06,1.12,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.028
1999,8,3.4,1.3,0.15,0.22,5.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.028
2014,0,2.04,2.12,0.07,0.83,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.024
1996,0,2.05,1.16,1.11,0.73,5.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0200000000000005
2006,0,1.7,1.99,0.16,1.19,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0140000000000002
1999,1,3.42,1.38,0.02,0.2,5.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.008
1999,10,2.79,1.89,0.0,0.33,5.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.004
1998,8,3.36,1.36,0.07,0.21,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2007,2,3.49,0.01,0.01,1.48,4.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.9940000000000002
2007,5,3.05,1.17,0.29,0.46,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.9899999999999998
2008,3,3.4,0.99,0.09,0.45,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9740000000000002
2007,3,1.83,1.19,1.54,0.37,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.972
2014,9,2.63,1.1,0.82,0.38,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.972
2007,0,2.32,1.72,0.12,0.77,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.97
2005,1,3.98,0.26,0.01,0.66,4.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.964
1997,6,2.91,0.99,0.89,0.1,4.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.954
2010,3,0.0,0.0,4.87,0.0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.948
2010,10,2.58,1.69,0.0,0.59,4.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9419999999999997
1990,11,2.62,0.6,1.52,0.1,4.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.938
2007,4,1.91,2.0,0.09,0.82,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.9280000000000002
2010,0,2.74,1.34,0.12,0.61,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.922
2015,0,2.13,1.79,0.09,0.79,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.92
1999,6,2.57,1.57,0.44,0.21,4.79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.916
2007,0,2.83,1.48,0.0,0.45,4.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904
2000,0,2.36,2.1,0.02,0.25,4.73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8920000000000001
2011,0,2.99,1.27,0.04,0.42,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.89
2003,6,1.73,2.19,0.0,0.79,4.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8820000000000001
2000,1,3.05,1.41,0.02,0.2,4.68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8719999999999999
2002,0,1.94,1.95,0.08,0.7,4.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8679999999999999
1996,0,2.29,1.97,0.13,0.24,4.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8519999999999999
2008,7,1.83,1.12,1.32,0.36,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.85
2013,0,1.82,1.39,1.12,0.29,4.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.848
2014,2,1.62,2.13,0.14,0.73,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.848
2015,5,2.86,1.29,0.03,0.42,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.842
1991,0,2.42,0.91,1.15,0.13,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.844
2002,0,2.6,0.99,0.89,0.13,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8419999999999999
2007,2,3.04,1.11,0.0,0.43,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.8359999999999999
2011,6,2.08,1.97,0.06,0.46,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.828
2015,5,1.56,1.24,1.48,0.26,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8159999999999996
2009,1,1.87,1.96,0.22,0.48,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.8119999999999998
2004,1,4.18,0.26,0.01,0.08,4.53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8119999999999998
2007,2,3.19,0.91,0.01,0.42,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8119999999999998
2011,0,2.18,1.38,0.63,0.32,4.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8039999999999998
1981,8,4.21,0.24,0.0,0.05,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
2006,1,3.63,0.24,0.01,0.61,4.49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.796
2002,0,2.71,1.51,0.03,0.23,4.48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7920000000000003
2013,8,2.18,1.23,0.73,0.34,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7899999999999998
2000,3,0.2,0.14,4.1,0.02,4.47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.786
2005,0,2.71,1.29,0.02,0.43,4.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7799999999999998
2012,2,2.52,1.11,0.46,0.33,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.768
2001,1,2.66,1.29,0.01,0.46,4.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.766
2006,1,0.1,2.39,1.05,0.86,4.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7579999999999998
2006,3,2.83,1.03,0.13,0.4,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7560000000000002
1987,4,2.19,0.5,1.61,0.08,4.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.752
2014,5,1.57,1.93,0.19,0.69,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.752
2015,3,2.59,1.37,0.01,0.4,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.748
2005,6,2.03,1.79,0.08,0.47,4.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.748
2010,2,2.64,1.33,0.01,0.39,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.746
2006,5,1.74,1.72,0.14,0.75,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.7399999999999998
1991,8,3.03,0.91,0.26,0.13,4.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.734
2005,3,2.2,0.58,1.38,0.17,4.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.732
2014,5,2.79,1.13,0.0,0.4,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7280000000000002
1980,5,4.0,0.26,0.0,0.05,4.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7239999999999998
2014,1,0.58,3.02,0.04,0.64,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.7120000000000002
2008,3,2.51,1.24,0.11,0.41,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7079999999999997
2009,0,2.24,1.31,0.07,0.61,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6940000000000002
2001,2,3.0,1.11,0.05,0.07,4.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6940000000000002
2004,0,1.46,0.0,0.83,1.93,4.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.69
2013,1,0.93,2.89,0.01,0.4,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.69
2011,0,1.41,2.01,0.1,0.7,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.688
2006,8,2.45,1.01,0.0,0.75,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.684
1995,10,1.7,2.27,0.0,0.23,4.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.682
2005,1,0.78,2.55,0.04,0.84,4.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.684
2003,2,0.88,2.3,0.2,0.83,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.682
2011,0,2.25,1.47,0.04,0.43,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.6780000000000002
2007,6,1.28,1.82,0.57,0.52,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6759999999999997
2011,1,0.85,2.78,0.02,0.53,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.672
1989,0,3.38,0.44,0.31,0.04,4.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.668
2009,9,2.03,1.04,0.58,0.52,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.668
1984,6,2.04,0.48,1.57,0.07,4.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6640000000000001
1997,0,3.79,0.27,0.0,0.11,4.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6660000000000004
2002,1,3.36,0.21,0.01,0.56,4.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.656
2015,3,1.07,2.22,0.23,0.62,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.656
1997,5,4.03,0.0,0.09,0.0,4.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6480000000000001
1995,8,1.65,0.61,1.76,0.09,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6460000000000001
2006,1,0.71,2.48,0.03,0.89,4.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6439999999999997
1992,9,1.42,0.51,2.1,0.07,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.64
2014,0,1.4,1.93,0.11,0.65,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.636
2007,3,2.57,1.52,0.0,0.0,4.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.636
2015,0,1.59,1.73,0.11,0.66,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.636
2007,0,2.32,0.04,0.04,1.67,4.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6280000000000001
2014,5,1.15,2.18,0.1,0.63,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.624
2010,3,2.66,1.03,0.04,0.33,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.624
2005,1,0.12,2.26,0.9,0.77,4.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6219999999999999
2007,2,2.12,1.47,0.05,0.42,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6219999999999999
2007,6,2.35,1.27,0.03,0.41,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.6219999999999999
1996,2,2.28,1.55,0.16,0.06,4.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6199999999999999
2000,9,1.68,1.51,0.51,0.35,4.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6199999999999999
1997,5,2.78,0.58,0.64,0.04,4.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.614
1984,1,1.22,0.28,2.46,0.04,4.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6019999999999999
2016,5,1.37,1.85,0.15,0.63,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6
2014,0,1.2,2.09,0.08,0.63,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.598
2005,2,2.08,1.35,0.0,0.54,3.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.59
2009,5,2.67,0.87,0.05,0.38,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5879999999999999
2008,3,2.16,1.13,0.07,0.59,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.58
2011,0,2.03,1.17,0.37,0.38,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.58
2007,11,0.9,1.76,0.92,0.37,3.94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.578
2011,3,1.16,2.16,0.0,0.6,3.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.568
2011,7,1.44,1.47,0.73,0.27,3.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.566
2014,3,0.7,0.48,2.62,0.11,3.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.566
2015,5,2.24,1.3,0.02,0.35,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.564
1994,8,1.97,0.76,1.07,0.11,3.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.564
2009,1,2.09,1.35,0.06,0.4,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.562
2015,1,2.51,0.66,0.04,0.69,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.56
2003,1,2.29,1.17,0.01,0.42,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5579999999999998
2005,9,0.93,1.94,0.31,0.7,3.87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.55
1988,3,0.1,0.0,3.77,0.0,3.87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.548
2006,6,1.53,1.6,0.06,0.67,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.546
2004,1,0.16,1.89,1.12,0.68,3.85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.54
2010,1,2.13,1.12,0.1,0.5,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.54
1995,2,2.12,1.44,0.22,0.06,3.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.536
2013,5,1.78,1.43,0.05,0.57,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.532
1992,0,2.21,0.96,0.54,0.13,3.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.534
2007,2,0.86,1.56,1.05,0.35,3.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53
2007,2,1.05,1.91,0.41,0.42,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.516
1996,0,1.82,1.24,0.47,0.25,3.77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5100000000000002
2009,3,2.23,0.47,0.81,0.26,3.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5080000000000002
2008,0,2.4,1.01,0.0,0.36,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5059999999999998
2002,7,2.03,1.56,0.0,0.17,3.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504
2007,8,1.4,1.39,0.1,0.86,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.498
2001,0,1.37,2.0,0.14,0.22,3.73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4920000000000002
2013,0,1.33,1.69,0.13,0.57,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.488
2011,1,1.12,1.87,0.27,0.45,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4860000000000002
1999,0,1.3,0.77,1.54,0.11,3.72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.488
2007,8,1.95,0.86,0.59,0.31,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.486
2000,8,1.93,1.58,0.0,0.19,3.71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.482
2004,1,0.58,2.48,0.04,0.59,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4780000000000002
1998,10,1.49,0.73,1.38,0.1,3.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48
2009,2,0.0,0.0,3.67,0.0,3.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.468
2002,1,2.13,1.18,0.01,0.35,3.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.468
2007,7,1.58,1.59,0.08,0.41,3.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.464
2005,6,1.65,1.21,0.0,0.79,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.46
1998,8,1.87,1.13,0.55,0.1,3.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46
2002,5,2.53,0.81,0.06,0.24,3.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4579999999999997
2001,8,2.08,1.09,0.15,0.33,3.64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.458
1999,7,2.23,0.68,0.66,0.06,3.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.452
2007,1,0.05,0.0,0.64,2.93,3.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.45
